job_title,years_experience,education_level,skills,country,city,industry,company_size,employment_type,work_mode,certifications,annual_salary_usd
Cybersecurity Analyst,1,Bachelor's Degree,AWS;Python;CI/CD;Linux,Australia,Sydney,Aerospace & Defense,Medium (201–1000),Freelance,On-site,CFA (Finance),108700
Data Engineer,3,Associate's Degree,Kafka;MongoDB;Machine Learning;AWS;Apache Spark,Australia,Adelaide,Energy & Utilities,Large (1001–5000),Full-time,Remote,None,118100
Database Administrator,4,PhD / Doctorate,Scala;MongoDB;Apache Spark;PostgreSQL,Australia,Melbourne,Aerospace & Defense,Startup (1–50),Part-time,Remote,CompTIA Security+,58700
Data Science Manager,9,Bootcamp Graduate,SQL;Apache Spark;Go;Machine Learning;Python,Netherlands,The Hague,Government & Public Sector,Medium (201–1000),Freelance,On-site,None,175200
Systems Architect,8,Master's Degree,GCP;Java;Kubernetes;REST APIs;Docker;Rust;Linux;AWS;Azure,South Africa,Johannesburg,Healthcare & Pharma,Medium (201–1000),Freelance,Hybrid,CFA (Finance);Google Cloud Professional,101800
Cloud Architect,2,Bachelor's Degree,Azure;GCP;AWS;Kubernetes;Docker,United States,Chicago,Government & Public Sector,Medium (201–1000),Full-time,Hybrid,None,151100
Machine Learning Engineer,33,Master's Degree,PyTorch;Python;Docker;SQL;TensorFlow;Deep Learning,India,Mumbai,E-commerce & Retail,Medium (201–1000),Contract,On-site,None,82000
Cloud Architect,4,PhD / Doctorate,Terraform;AWS;Docker;GCP;Azure;TensorFlow,India,Pune,Energy & Utilities,Large (1001–5000),Full-time,On-site,None,48700
Database Administrator,4,Bachelor's Degree,PostgreSQL;Node.js;Git,India,Chennai,Education & Research,Enterprise (5000+),Full-time,Hybrid,Salesforce Certified,13200
Frontend Developer,8,Bootcamp Graduate,GraphQL;React;JavaScript;TypeScript,United States,Atlanta,Energy & Utilities,Small (51–200),Full-time,Hybrid,None,101600
Blockchain Developer,1,Bachelor's Degree,Go;SQL,Sweden,Gothenburg,E-commerce & Retail,Large (1001–5000),Freelance,Remote,CISSP (Security),133900
Engineering Manager,2,Bachelor's Degree,Redis;Docker;AWS;CI/CD,United States,Miami,Automotive,Medium (201–1000),Full-time,Remote,Data Science Professional (IBM),158000
Project Manager,19,Bachelor's Degree,Git;SQL,United States,Los Angeles,Automotive,Enterprise (5000+),Internship,On-site,CKA (Kubernetes);PMP (Project Management),66600
Security Engineer,1,Bootcamp Graduate,Linux;Python;Machine Learning;Docker;Redis;PyTorch;AWS,Netherlands,Rotterdam,E-commerce & Retail,Large (1001–5000),Freelance,Remote,CFA (Finance),131500
Frontend Developer,15,Bachelor's Degree,Git;PyTorch;REST APIs;Java;GraphQL;TypeScript;JavaScript,Australia,Adelaide,Energy & Utilities,Small (51–200),Internship,On-site,PMP (Project Management),47500
Solutions Architect,8,Bachelor's Degree,GCP;Kafka;REST APIs;Machine Learning;Go,United States,Miami,Healthcare & Pharma,Startup (1–50),Full-time,On-site,CompTIA Security+,214100
Data Analyst,1,Bootcamp Graduate,SQL;Go;MongoDB;PostgreSQL;Machine Learning,India,Bengaluru,Energy & Utilities,Medium (201–1000),Full-time,Remote,None,15000
Mobile Developer,12,Associate's Degree,JavaScript;Java;React,United States,Los Angeles,Manufacturing,Small (51–200),Contract,Remote,Google Cloud Professional,143400
QA Engineer,16,Associate's Degree,Kafka;Git;Python;Machine Learning;CI/CD;PyTorch;TensorFlow,United States,Denver,Education & Research,Enterprise (5000+),Full-time,On-site,Azure Solutions Architect,145000
Network Engineer,6,Bachelor's Degree,AWS;React;Go;Azure,United States,Austin,Technology,Medium (201–1000),Contract,On-site,PMP (Project Management),151200
Project Manager,2,High School / GED,SQL;TypeScript;Git,Singapore,Singapore City,Startups,Large (1001–5000),Full-time,Remote,None,74600
Cybersecurity Analyst,9,Bachelor's Degree,CI/CD;Python;Linux;Go;AWS;SQL;TensorFlow,India,Pune,Automotive,Enterprise (5000+),Contract,Hybrid,Google Cloud Professional,43100
Backend Developer,1,Master's Degree,Docker;Linux;Java;Python;Redis;SQL,United Kingdom,London,Healthcare & Pharma,Large (1001–5000),Part-time,Remote,Data Science Professional (IBM),79200
Project Manager,7,Bachelor's Degree,Git;SQL,United States,Atlanta,Technology,Small (51–200),Freelance,Remote,CKA (Kubernetes),131000
Engineering Manager,12,Bachelor's Degree,AWS;Linux;TypeScript;CI/CD;Apache Spark;Kubernetes;Python,India,Delhi,Telecommunications,Large (1001–5000),Part-time,Remote,Salesforce Certified,38900
Machine Learning Engineer,0,Bachelor's Degree,PyTorch;Deep Learning;Kubernetes;Python;Rust,South Korea,Seoul,Telecommunications,Enterprise (5000+),Contract,Hybrid,CompTIA Security+,132200
Project Manager,1,PhD / Doctorate,PostgreSQL;SQL,India,Delhi,Healthcare & Pharma,Enterprise (5000+),Full-time,On-site,None,25700
UX/UI Designer,6,High School / GED,JavaScript,India,Hyderabad,Insurance,Enterprise (5000+),Part-time,Hybrid,CISSP (Security),10500
Blockchain Developer,4,Bachelor's Degree,Rust;GCP,United Kingdom,Edinburgh,Government & Public Sector,Startup (1–50),Full-time,Hybrid,AWS Certified Solutions Architect,75600
Systems Architect,4,Master's Degree,Linux;React;Kubernetes;AWS;Docker;GCP;Azure,United States,Atlanta,Finance & Banking,Large (1001–5000),Full-time,On-site,None,274800
Project Manager,13,Bachelor's Degree,Git;Kafka;SQL,Singapore,Singapore City,Consulting,Enterprise (5000+),Full-time,Remote,CISSP (Security),169900
Engineering Manager,13,Bachelor's Degree,React;AWS;CI/CD;Scala;PyTorch;Python;Kubernetes,Germany,Hamburg,Startups,Startup (1–50),Full-time,Remote,None,184100
Business Analyst,8,Associate's Degree,Python;Machine Learning;CI/CD;SQL,France,Marseille,Insurance,Small (51–200),Internship,Hybrid,CFA (Finance),26400
Machine Learning Engineer,6,Bachelor's Degree,PyTorch;TensorFlow;Python;AWS;Docker,India,Pune,Startups,Startup (1–50),Full-time,Remote,None,35200
Data Science Manager,2,Bachelor's Degree,Python;Machine Learning;SQL;Apache Spark,Canada,Montreal,Manufacturing,Enterprise (5000+),Full-time,Remote,CISSP (Security),153400
Data Analyst,7,High School / GED,C++;Python;MongoDB,United States,Austin,Healthcare & Pharma,Startup (1–50),Full-time,Remote,AWS Certified Solutions Architect,85100
Machine Learning Engineer,3,Bachelor's Degree,Docker;Python;AWS;Deep Learning;PyTorch;Kubernetes,France,Lyon,Manufacturing,Startup (1–50),Part-time,On-site,None,56400
Solutions Architect,30,Associate's Degree,Java;Docker;PyTorch;Azure;Kubernetes;REST APIs;GCP;C++,Switzerland,Zurich,Manufacturing,Small (51–200),Freelance,Hybrid,Azure Solutions Architect,309500
Software Engineer,4,Bachelor's Degree,REST APIs;Java;Python;Git;Docker;C++,South Korea,Busan,Aerospace & Defense,Startup (1–50),Part-time,On-site,None,36700
Backend Developer,5,Master's Degree,Java;Redis;Node.js;Python;Azure;SQL;PostgreSQL,United States,Seattle,Manufacturing,Enterprise (5000+),Full-time,Remote,Salesforce Certified,161100
Engineering Manager,5,Master's Degree,AWS;Docker;CI/CD;Kubernetes;Python,United Kingdom,Leeds,Startups,Medium (201–1000),Full-time,Remote,Data Science Professional (IBM),248500
AI/ML Researcher,3,Associate's Degree,PyTorch;Deep Learning;TensorFlow;Machine Learning;Python,India,Mumbai,Consulting,Small (51–200),Freelance,Hybrid,CFA (Finance),37100
Solutions Architect,1,Bootcamp Graduate,Docker;REST APIs;GCP;Deep Learning,United States,Denver,Insurance,Small (51–200),Full-time,Remote,Data Science Professional (IBM),143200
Backend Developer,7,Master's Degree,PostgreSQL;Redis;JavaScript;CI/CD;Docker;Go,Brazil,Rio de Janeiro,Media & Entertainment,Startup (1–50),Full-time,On-site,AWS Certified Solutions Architect,41100
AI/ML Researcher,5,Bachelor's Degree,Deep Learning;PyTorch;Apache Spark;TensorFlow,United States,San Francisco,Energy & Utilities,Startup (1–50),Full-time,Hybrid,Salesforce Certified,193100
Product Manager,9,PhD / Doctorate,Redis;Git;SQL,Argentina,Buenos Aires,Education & Research,Large (1001–5000),Full-time,Hybrid,CFA (Finance),50000
DevOps Engineer,7,Associate's Degree,Python;Docker;CI/CD;Kubernetes;Scala;AWS,Netherlands,Rotterdam,Finance & Banking,Medium (201–1000),Full-time,Hybrid,Google Cloud Professional;CompTIA Security+,146000
Mobile Developer,14,Bachelor's Degree,JavaScript;React;Go;Node.js;Rust;Git;TypeScript,Australia,Adelaide,Telecommunications,Enterprise (5000+),Full-time,On-site,AWS Certified Solutions Architect,212900
Network Engineer,7,Bachelor's Degree,Python;AWS;Azure;Linux;GraphQL;CI/CD,UAE,Dubai,Government & Public Sector,Small (51–200),Full-time,On-site,None,91100
Cloud Architect,8,Master's Degree,TensorFlow;AWS;Terraform;Kafka;Java,United States,Denver,Startups,Startup (1–50),Full-time,Hybrid,CompTIA Security+;AWS Certified Solutions Architect,277200
Business Analyst,9,Associate's Degree,SQL;Rust;Python;Linux,Canada,Montreal,E-commerce & Retail,Medium (201–1000),Contract,Remote,None,88500
Product Manager,17,Bachelor's Degree,Git;SQL;PostgreSQL,United States,Seattle,Aerospace & Defense,Medium (201–1000),Contract,On-site,Data Science Professional (IBM),259800
Site Reliability Engineer,5,Master's Degree,Python;CI/CD;Kubernetes;Linux;Docker,United States,Seattle,Healthcare & Pharma,Large (1001–5000),Full-time,On-site,None,210500
AI/ML Researcher,4,Bachelor's Degree,Deep Learning;PyTorch;Go;Machine Learning,United States,Chicago,Energy & Utilities,Large (1001–5000),Full-time,Hybrid,None,231600
Senior Data Analyst,3,Bachelor's Degree,Apache Spark;Python;Java,Netherlands,The Hague,Finance & Banking,Enterprise (5000+),Full-time,Remote,CISSP (Security),136800
Technical Lead,5,Master's Degree,Redis;Git;Kubernetes;CI/CD;Java;Docker;Python,Canada,Calgary,Technology,Small (51–200),Full-time,Hybrid,CompTIA Security+,298300
Network Engineer,2,Bachelor's Degree,Rust;Linux;SQL;AWS;PyTorch;Azure,United States,Atlanta,E-commerce & Retail,Small (51–200),Full-time,On-site,AWS Certified Solutions Architect,107300
Senior Software Engineer,7,Associate's Degree,Docker;Git;Java;Python;CI/CD;C++,United States,New York,Technology,Small (51–200),Freelance,Remote,Azure Solutions Architect,217300
Full Stack Developer,2,Bachelor's Degree,Rust;TypeScript;React;Linux;Docker;SQL;Node.js,Australia,Adelaide,Government & Public Sector,Medium (201–1000),Full-time,Remote,Data Science Professional (IBM),76700
DevOps Engineer,9,Bachelor's Degree,TypeScript;Python;Docker;Linux,United States,Los Angeles,E-commerce & Retail,Medium (201–1000),Full-time,On-site,None,182700
Data Science Manager,2,Master's Degree,Deep Learning;SQL;Kafka;REST APIs,United States,Denver,Education & Research,Startup (1–50),Full-time,Remote,PMP (Project Management),176400
Data Analyst,7,PhD / Doctorate,Python;MongoDB;SQL;Git,United States,Chicago,Insurance,Startup (1–50),Contract,Remote,None,125500
Project Manager,4,Bachelor's Degree,SQL;React,United States,Austin,Consulting,Large (1001–5000),Full-time,Hybrid,AWS Certified Solutions Architect,110500
Blockchain Developer,13,Master's Degree,Rust;Python;Go;Redis,United States,Miami,Automotive,Startup (1–50),Full-time,Hybrid,None,194200
Senior Data Analyst,3,Bachelor's Degree,Redis;SQL;Machine Learning,Netherlands,Rotterdam,Healthcare & Pharma,Small (51–200),Full-time,Hybrid,CFA (Finance),90200
QA Engineer,1,Master's Degree,Python;CI/CD;SQL;PostgreSQL;REST APIs;Kafka;Azure,Netherlands,Amsterdam,Consulting,Small (51–200),Full-time,On-site,Salesforce Certified,65700
UX/UI Designer,5,Bachelor's Degree,TypeScript;Node.js,United Kingdom,Birmingham,Media & Entertainment,Small (51–200),Full-time,Hybrid,CompTIA Security+,73400
Product Manager,8,Bachelor's Degree,Go;Apache Spark,Netherlands,Rotterdam,Manufacturing,Startup (1–50),Full-time,Remote,Google Cloud Professional;PMP (Project Management),107500
Data Scientist,35,Associate's Degree,Python;Kubernetes;CI/CD;Azure;TensorFlow,United States,San Francisco,Aerospace & Defense,Startup (1–50),Full-time,Remote,None,225600
Senior Software Engineer,5,Bachelor's Degree,CI/CD;Machine Learning;Java;Kubernetes;Git;Python;Docker;C++,Singapore,Singapore City,Healthcare & Pharma,Startup (1–50),Full-time,Hybrid,CKA (Kubernetes),153400
Machine Learning Engineer,6,Bachelor's Degree,Deep Learning;AWS;Python;Kubernetes;React;Docker;PostgreSQL;TensorFlow,United States,Austin,Aerospace & Defense,Large (1001–5000),Full-time,Remote,Data Science Professional (IBM),250100
Data Analyst,15,PhD / Doctorate,Python;Go;Git;CI/CD;SQL;TypeScript;PostgreSQL,Switzerland,Geneva,Finance & Banking,Enterprise (5000+),Contract,Hybrid,CFA (Finance),298100
Project Manager,4,Bachelor's Degree,TensorFlow,United States,Boston,Energy & Utilities,Large (1001–5000),Contract,On-site,Azure Solutions Architect,141500
Cybersecurity Analyst,9,PhD / Doctorate,AWS;Go,United States,San Francisco,Energy & Utilities,Startup (1–50),Full-time,Remote,Google Cloud Professional,180500
Product Manager,9,Bachelor's Degree,SQL;REST APIs;CI/CD,United States,Denver,Government & Public Sector,Large (1001–5000),Full-time,Hybrid,CISSP (Security),146200
Solutions Architect,21,Associate's Degree,GCP;REST APIs;Linux;PyTorch,United States,Austin,Finance & Banking,Enterprise (5000+),Internship,Hybrid,CompTIA Security+;Google Cloud Professional,169500
Full Stack Developer,2,Master's Degree,MongoDB;Node.js;SQL;TypeScript;React;PostgreSQL;JavaScript,United States,Los Angeles,Insurance,Startup (1–50),Full-time,Hybrid,None,104800
Site Reliability Engineer,2,Bachelor's Degree,Docker;CI/CD;AWS;Linux;Python,UAE,Dubai,Aerospace & Defense,Medium (201–1000),Full-time,Remote,Google Cloud Professional,140600
Cybersecurity Analyst,2,Master's Degree,SQL;Azure;TensorFlow;CI/CD;AWS;Kafka;Linux,India,Chennai,Startups,Enterprise (5000+),Full-time,Hybrid,Data Science Professional (IBM),33500
Cloud Architect,8,Associate's Degree,Azure;Terraform;AWS;GCP;Docker,Singapore,Singapore City,Consulting,Medium (201–1000),Full-time,Remote,Data Science Professional (IBM),191700
Machine Learning Engineer,7,PhD / Doctorate,Kubernetes;TypeScript;TensorFlow;Go;Docker;Python,United States,Austin,Insurance,Large (1001–5000),Full-time,Hybrid,None,255500
Data Science Manager,9,Bachelor's Degree,REST APIs;Azure;Python;MongoDB;Apache Spark;Machine Learning;Docker,United States,Austin,E-commerce & Retail,Startup (1–50),Full-time,Hybrid,None,227300
Data Engineer,4,Bachelor's Degree,Kafka;AWS;Python;PostgreSQL;Apache Spark;SQL;MongoDB,United States,San Francisco,Energy & Utilities,Enterprise (5000+),Freelance,Remote,None,210800
Data Engineer,6,Bachelor's Degree,PostgreSQL;Python;SQL;Apache Spark;AWS;Deep Learning;Kafka;Rust,United Kingdom,Manchester,Media & Entertainment,Startup (1–50),Full-time,Remote,CKA (Kubernetes),120900
Frontend Developer,3,Bachelor's Degree,TypeScript;React;Git;JavaScript,China,Beijing,Startups,Large (1001–5000),Full-time,Hybrid,None,42200
Business Analyst,6,PhD / Doctorate,Linux;React;REST APIs;MongoDB;SQL;Docker,United States,Boston,Technology,Large (1001–5000),Freelance,On-site,None,154900
Data Science Manager,4,Bachelor's Degree,Machine Learning;Docker,Germany,Cologne,Energy & Utilities,Large (1001–5000),Part-time,Hybrid,CFA (Finance),90700
Software Engineer,2,Bachelor's Degree,PyTorch;SQL;Node.js;REST APIs;C++,United States,Miami,E-commerce & Retail,Large (1001–5000),Full-time,On-site,CFA (Finance),152700
DevOps Engineer,16,Bachelor's Degree,Kubernetes;Docker;CI/CD;AWS;Python,United States,Austin,Government & Public Sector,Startup (1–50),Internship,On-site,None,52900
Database Administrator,17,Bachelor's Degree,Redis;C++;Linux;MongoDB;PostgreSQL;SQL;Kubernetes,Germany,Frankfurt,Finance & Banking,Medium (201–1000),Full-time,On-site,CompTIA Security+,155500
Mobile Developer,8,Master's Degree,JavaScript;Docker;Git;TypeScript;Java;React,UAE,Dubai,Telecommunications,Small (51–200),Full-time,On-site,CKA (Kubernetes),194000
Business Analyst,12,Bachelor's Degree,SQL;Go,UAE,Dubai,Finance & Banking,Small (51–200),Full-time,On-site,AWS Certified Solutions Architect,114400
Site Reliability Engineer,3,Bachelor's Degree,Kubernetes;AWS;Linux;Python;Docker,UAE,Abu Dhabi,Education & Research,Large (1001–5000),Part-time,On-site,PMP (Project Management),55200
Mobile Developer,1,Master's Degree,Git;Go;TensorFlow;JavaScript,Japan,Osaka,Healthcare & Pharma,Enterprise (5000+),Full-time,On-site,CISSP (Security),107500
DevOps Engineer,9,Bachelor's Degree,Kubernetes;Deep Learning;Azure;CI/CD;AWS;Docker;Linux,Australia,Brisbane,Manufacturing,Enterprise (5000+),Part-time,Remote,AWS Certified Solutions Architect,101400
Data Engineer,5,Master's Degree,SQL;Python;Kafka;AWS;Linux;MongoDB;Java;Scala;Apache Spark;PostgreSQL,Switzerland,Geneva,Education & Research,Large (1001–5000),Full-time,On-site,Google Cloud Professional,152700
Site Reliability Engineer,3,Associate's Degree,Linux;CI/CD;Docker;Python;SQL;AWS;Kubernetes,Netherlands,The Hague,Government & Public Sector,Small (51–200),Full-time,Hybrid,Salesforce Certified,95900
UX/UI Designer,4,Master's Degree,React;TypeScript;JavaScript,Brazil,Rio de Janeiro,Healthcare & Pharma,Large (1001–5000),Part-time,Hybrid,CKA (Kubernetes),21700
Senior Software Engineer,2,High School / GED,CI/CD;TypeScript;Docker;Python;Git;Linux;Machine Learning;GCP,France,Lyon,Media & Entertainment,Medium (201–1000),Full-time,Hybrid,CFA (Finance),93900
Senior Data Analyst,4,Master's Degree,Apache Spark;Kubernetes;SQL,United Kingdom,Manchester,Media & Entertainment,Large (1001–5000),Freelance,On-site,None,126200
Senior Data Analyst,11,High School / GED,SQL;Apache Spark;Python;Machine Learning;React;PostgreSQL,Canada,Toronto,Media & Entertainment,Small (51–200),Full-time,On-site,PMP (Project Management);AWS Certified Solutions Architect,92300
Full Stack Developer,5,Bootcamp Graduate,React;Deep Learning;Redis;Node.js;JavaScript,United States,San Francisco,Startups,Medium (201–1000),Full-time,Hybrid,None,118300
Site Reliability Engineer,1,Bootcamp Graduate,AWS;PyTorch;CI/CD;Linux;Python;Kubernetes;Docker,Japan,Osaka,Automotive,Startup (1–50),Freelance,Hybrid,AWS Certified Solutions Architect,77700
Systems Architect,7,Associate's Degree,AWS;Docker;PyTorch;Rust;Azure;Linux;Kubernetes,United States,Austin,Consulting,Startup (1–50),Full-time,On-site,CFA (Finance),188200
